Attendance_ID,Student_ID,Date,Morning_Session_Status,Evening_Lab_Status,Snacks_Consumed
6790,STU1070,2026-04-10,Present,Present,Yes
6791,STU1071,2026-04-10,Present,Present,Yes
6792,STU1072,2026-04-10,Present,Present,Yes
6793,STU1073,2026-04-10,Present,Present,Yes
6794,STU1074,2026-04-10,Present,Present,Yes
6795,STU1075,2026-04-10,Present,Present,Yes
6796,STU1076,2026-04-10,Present,Present,Yes
6797,STU1077,2026-04-10,Present,Present,Yes
6798,STU1078,2026-04-10,Present,Present,Yes
6799,STU1079,2026-04-10,Present,Present,Yes
6800,STU1080,2026-04-10,Present,Present,Yes
6801,STU1081,2026-04-10,Present,Present,Yes
6802,STU1082,2026-04-10,Present,Present,Yes
6803,STU1083,2026-04-10,Present,Present,Yes
6804,STU1084,2026-04-10,Present,Present,Yes
6805,STU1085,2026-04-10,Present,Present,Yes
6806,STU1086,2026-04-10,Present,Present,Yes
6807,STU1087,2026-04-10,Present,Present,Yes
6808,STU1088,2026-04-10,Present,Present,Yes
6809,STU1089,2026-04-10,Present,Present,Yes
6810,STU1090,2026-04-10,Present,Present,Yes
6811,STU1091,2026-04-10,Present,Present,Yes
6812,STU1092,2026-04-10,Present,Present,Yes
6813,STU1093,2026-04-10,Present,Present,Yes
6814,STU1094,2026-04-10,Present,Present,Yes
6815,STU1095,2026-04-10,Absent,Absent,No
6816,STU1096,2026-04-10,Present,Present,Yes
6817,STU1097,2026-04-10,Present,Present,Yes
6818,STU1098,2026-04-10,Present,Present,Yes
6819,STU1099,2026-04-10,Present,Present,Yes
6820,STU1100,2026-04-10,Present,Present,Yes
6821,STU1101,2026-04-10,Present,Present,Yes
6822,STU1102,2026-04-10,Present,Present,Yes
6823,STU1103,2026-04-10,Absent,Absent,No
6824,STU1104,2026-04-10,Present,Present,Yes
6825,STU1105,2026-04-10,Present,Present,Yes
6826,STU1106,2026-04-10,Present,Present,Yes
6827,STU1107,2026-04-10,Absent,Absent,No
6828,STU1108,2026-04-10,Present,Present,Yes
6829,STU1109,2026-04-10,Present,Present,Yes
6830,STU1110,2026-04-10,Present,Present,Yes
6831,STU1111,2026-04-10,Present,Present,Yes
6832,STU1112,2026-04-10,Present,Present,Yes
6833,STU1113,2026-04-10,Present,Present,Yes
6834,STU1114,2026-04-10,Present,Present,Yes
6835,STU1115,2026-04-10,Present,Present,Yes
6836,STU1116,2026-04-10,Present,Present,Yes
6837,STU1117,2026-04-10,Present,Present,Yes
6838,STU1118,2026-04-10,Present,Present,Yes
6839,STU1119,2026-04-10,Present,Present,Yes
6840,STU1120,2026-04-10,Present,Present,Yes
6841,STU1121,2026-04-10,Present,Present,Yes
6842,STU1122,2026-04-10,Present,Present,Yes
6843,STU1123,2026-04-10,Present,Present,Yes
6844,STU1124,2026-04-10,Present,Present,Yes
6845,STU1125,2026-04-10,Present,Present,Yes
6846,STU1126,2026-04-10,Present,Present,Yes
6847,STU1127,2026-04-10,Present,Present,Yes
6848,STU1128,2026-04-10,Present,Present,Yes
6849,STU1129,2026-04-10,Present,Present,Yes
6850,STU1130,2026-04-10,Present,Present,Yes
6851,STU1131,2026-04-10,Present,Present,Yes
6852,STU1132,2026-04-10,Present,Present,Yes
6853,STU1133,2026-04-10,Present,Present,Yes
6854,STU1134,2026-04-10,Present,Present,Yes
6855,STU1135,2026-04-10,Present,Present,Yes
6856,STU1136,2026-04-10,Present,Present,Yes
6857,STU1137,2026-04-10,Present,Present,Yes
6858,STU1138,2026-04-10,Present,Present,Yes
6859,STU1139,2026-04-10,Present,Present,Yes
6860,STU1140,2026-04-10,Present,Present,Yes
6861,STU1141,2026-04-10,Present,Present,Yes
6862,STU1142,2026-04-10,Present,Present,Yes
6863,STU1143,2026-04-10,Present,Present,Yes
6864,STU1144,2026-04-10,Present,Present,Yes
6865,STU1145,2026-04-10,Present,Present,Yes
6866,STU1146,2026-04-10,Present,Present,Yes
6867,STU1147,2026-04-10,Present,Present,Yes
6868,STU1148,2026-04-10,Present,Present,Yes
6869,STU1149,2026-04-10,Present,Present,Yes
6870,STU1150,2026-04-10,Present,Present,Yes
6871,STU1151,2026-04-10,Present,Present,Yes
6872,STU1152,2026-04-10,Present,Present,Yes
6873,STU1153,2026-04-10,Late,Absent,No
6874,STU1154,2026-04-10,Present,Present,Yes
6875,STU1155,2026-04-10,Present,Present,Yes
6876,STU1156,2026-04-10,Present,Present,Yes
6877,STU1157,2026-04-10,Absent,Absent,No
6878,STU1158,2026-04-10,Present,Present,Yes
6879,STU1159,2026-04-10,Present,Present,Yes
6880,STU1160,2026-04-10,Present,Present,Yes
6881,STU1161,2026-04-10,Present,Present,Yes
6882,STU1162,2026-04-10,Present,Present,Yes
6883,STU1163,2026-04-10,Present,Present,Yes
6884,STU1164,2026-04-10,Present,Present,Yes
6885,STU1165,2026-04-10,Present,Present,Yes
6886,STU1166,2026-04-10,Present,Absent,No
6887,STU1167,2026-04-10,Present,Present,Yes
6888,STU1168,2026-04-10,Present,Present,Yes
6889,STU1169,2026-04-10,Present,Absent,No
6890,STU1170,2026-04-10,Present,Present,Yes
6891,STU1171,2026-04-10,Present,Present,Yes
6892,STU1172,2026-04-10,Present,Present,Yes
6893,STU1173,2026-04-10,Present,Present,Yes
6894,STU1174,2026-04-10,Present,Present,Yes
6895,STU1175,2026-04-10,Absent,Absent,No
6896,STU1176,2026-04-10,Present,Present,Yes
6897,STU1177,2026-04-10,Present,Present,Yes
6898,STU1178,2026-04-10,Present,Present,Yes
6899,STU1179,2026-04-10,Present,Present,Yes
6900,STU1180,2026-04-10,Present,Present,Yes
6901,STU1181,2026-04-10,Present,Present,Yes
6902,STU1182,2026-04-10,Present,Present,Yes
6903,STU1183,2026-04-10,Present,Present,Yes
6904,STU1184,2026-04-10,Present,Present,Yes
6905,STU1185,2026-04-10,Present,Present,Yes
6906,STU1186,2026-04-10,Present,Present,Yes
6907,STU1187,2026-04-10,Present,Present,Yes
6908,STU1188,2026-04-10,Present,Present,Yes
6909,STU1189,2026-04-10,Present,Present,Yes
6910,STU1190,2026-04-10,Present,Present,Yes
6911,STU1191,2026-04-10,Present,Present,Yes
6912,STU1192,2026-04-10,Present,Present,Yes
6913,STU1193,2026-04-10,Present,Present,Yes
6914,STU1194,2026-04-10,Present,Present,Yes
6915,STU1195,2026-04-10,Present,Present,Yes
6916,STU1196,2026-04-10,Absent,Absent,No
6917,STU1197,2026-04-10,Present,Present,Yes
6918,STU1198,2026-04-10,Present,Present,Yes
6919,STU1199,2026-04-10,Present,Present,Yes
6920,STU1200,2026-04-10,Present,Present,Yes
6921,STU1201,2026-04-10,Present,Present,Yes
6922,STU1202,2026-04-10,Present,Present,Yes
6923,STU1203,2026-04-10,Present,Present,Yes
6924,STU1204,2026-04-10,Present,Present,Yes
6925,STU1205,2026-04-10,Present,Present,Yes
6926,STU1206,2026-04-10,Present,Present,Yes
6927,STU1207,2026-04-10,Present,Present,Yes
6928,STU1208,2026-04-10,Present,Present,Yes
6929,STU1209,2026-04-10,Present,Present,Yes
6930,STU1210,2026-04-10,Present,Present,Yes
6931,STU1211,2026-04-10,Present,Present,Yes
6932,STU1212,2026-04-10,Present,Present,Yes
6933,STU1213,2026-04-10,Present,Present,Yes
6934,STU1214,2026-04-10,Present,Present,Yes
6935,STU1215,2026-04-10,Present,Present,Yes
6936,STU1216,2026-04-10,Present,Present,Yes
6937,STU1217,2026-04-10,Present,Absent,No
6938,STU1218,2026-04-10,Present,Present,Yes
6939,STU1219,2026-04-10,Present,Present,Yes
6940,STU1220,2026-04-10,Present,Present,Yes
6941,STU1221,2026-04-10,Present,Present,Yes
6942,STU1222,2026-04-10,Present,Present,Yes
6943,STU1223,2026-04-10,Present,Present,Yes
6944,STU1224,2026-04-10,Present,Present,Yes
6945,STU1225,2026-04-10,Present,Present,Yes
6946,STU1226,2026-04-10,Present,Present,Yes
6947,STU1227,2026-04-10,Present,Present,Yes
6948,STU1228,2026-04-10,Present,Present,Yes
6949,STU1229,2026-04-10,Present,Present,Yes
6950,STU1230,2026-04-10,Present,Present,Yes
6951,STU1231,2026-04-10,Present,Present,Yes
6952,STU1232,2026-04-10,Present,Present,Yes
6953,STU1233,2026-04-10,Present,Present,Yes
6954,STU1234,2026-04-10,Late,Absent,No
6955,STU1235,2026-04-10,Present,Present,Yes
6956,STU1236,2026-04-10,Present,Present,Yes
6957,STU1237,2026-04-10,Present,Present,Yes
6958,STU1238,2026-04-10,Present,Present,Yes
6959,STU1239,2026-04-10,Present,Present,Yes
6960,STU1240,2026-04-10,Present,Present,Yes
6961,STU1241,2026-04-10,Present,Present,Yes
6962,STU1242,2026-04-10,Present,Present,Yes
6963,STU1243,2026-04-10,Present,Present,Yes
6964,STU1244,2026-04-10,Absent,Absent,No
6965,STU1245,2026-04-10,Present,Present,Yes
6966,STU1246,2026-04-10,Present,Present,Yes
6967,STU1247,2026-04-10,Present,Present,Yes
6968,STU1248,2026-04-10,Present,Present,Yes
6969,STU1249,2026-04-10,Present,Absent,No
6970,STU1250,2026-04-10,Present,Present,Yes
6971,STU1251,2026-04-10,Present,Present,Yes
6972,STU1252,2026-04-10,Present,Present,Yes
6973,STU1253,2026-04-10,Present,Present,Yes
6974,STU1254,2026-04-10,Present,Present,Yes
6975,STU1255,2026-04-10,Present,Present,Yes
6976,STU1256,2026-04-10,Present,Present,Yes
6977,STU1257,2026-04-10,Present,Present,Yes
6978,STU1258,2026-04-10,Present,Present,Yes
6979,STU1259,2026-04-10,Present,Present,Yes
6980,STU1260,2026-04-10,Present,Present,Yes
6981,STU1261,2026-04-10,Present,Present,Yes
6982,STU1262,2026-04-10,Present,Present,Yes
6983,STU1263,2026-04-10,Present,Present,Yes
6984,STU1264,2026-04-10,Late,Absent,No
6985,STU1265,2026-04-10,Present,Present,Yes
6986,STU1266,2026-04-10,Present,Present,Yes
6987,STU1267,2026-04-10,Present,Present,Yes
6988,STU1268,2026-04-10,Present,Present,Yes
6989,STU1269,2026-04-10,Present,Present,Yes
6990,STU1270,2026-04-10,Present,Present,Yes
6991,STU1271,2026-04-10,Present,Present,Yes
6992,STU1272,2026-04-10,Present,Present,Yes
6993,STU1273,2026-04-10,Present,Present,Yes
6994,STU1274,2026-04-10,Present,Present,Yes
6995,STU1275,2026-04-10,Present,Absent,No
6996,STU1276,2026-04-10,Present,Present,Yes
6997,STU1277,2026-04-10,Present,Present,Yes
6998,STU1278,2026-04-10,Present,Present,Yes
6999,STU1279,2026-04-10,Present,Present,Yes
7000,STU1280,2026-04-10,Present,Present,Yes
7001,STU1281,2026-04-10,Present,Present,Yes
7002,STU1282,2026-04-10,Present,Present,Yes
7003,STU1283,2026-04-10,Present,Present,Yes
7004,STU1284,2026-04-10,Present,Present,Yes
7005,STU1285,2026-04-10,Present,Present,Yes
7006,STU1286,2026-04-10,Present,Present,Yes
7007,STU1287,2026-04-10,Present,Present,Yes
7008,STU1288,2026-04-10,Present,Present,Yes
7009,STU1289,2026-04-10,Present,Present,Yes
7010,STU1290,2026-04-10,Present,Absent,No
7011,STU1291,2026-04-10,Present,Present,Yes
7012,STU1292,2026-04-10,Present,Present,Yes
7013,STU1293,2026-04-10,Present,Present,Yes
7014,STU1294,2026-04-10,Present,Present,Yes
7015,STU1295,2026-04-10,Present,Absent,No
7016,STU1296,2026-04-10,Present,Present,Yes
7017,STU1297,2026-04-10,Present,Present,Yes
7018,STU1298,2026-04-10,Present,Present,Yes
7019,STU1299,2026-04-10,Present,Present,Yes
7020,STU1300,2026-04-10,Present,Present,Yes
7021,STU1301,2026-04-10,Present,Present,Yes
7022,STU1302,2026-04-10,Present,Present,Yes
7023,STU1303,2026-04-10,Present,Present,Yes
7024,STU1304,2026-04-10,Present,Absent,No
7025,STU1305,2026-04-10,Absent,Absent,No
7026,STU1306,2026-04-10,Absent,Absent,No
7027,STU1307,2026-04-10,Late,Absent,No
7028,STU1308,2026-04-10,Present,Present,Yes
7029,STU1309,2026-04-10,Present,Present,Yes
7030,STU1310,2026-04-10,Present,Present,Yes
7031,STU1311,2026-04-10,Present,Present,Yes
7032,STU1312,2026-04-10,Present,Present,Yes
7033,STU1313,2026-04-10,Present,Present,Yes
7034,STU1314,2026-04-10,Present,Present,Yes
7035,STU1315,2026-04-10,Present,Present,Yes
7036,STU1316,2026-04-10,Present,Present,Yes
7037,STU1317,2026-04-10,Present,Present,Yes
7038,STU1318,2026-04-10,Absent,Absent,No
7039,STU1319,2026-04-10,Present,Present,Yes
7040,STU1320,2026-04-10,Present,Present,Yes
7041,STU1321,2026-04-10,Present,Absent,No
7042,STU1322,2026-04-10,Present,Present,Yes
7043,STU1323,2026-04-10,Absent,Absent,No
7044,STU1324,2026-04-10,Present,Present,Yes
7045,STU1325,2026-04-10,Present,Present,Yes
7046,STU1326,2026-04-10,Present,Present,Yes
7047,STU1327,2026-04-10,Present,Present,Yes
7048,STU1328,2026-04-10,Present,Present,Yes
7049,STU1329,2026-04-10,Present,Present,Yes
7050,STU1330,2026-04-10,Present,Present,Yes
7051,STU1331,2026-04-10,Absent,Absent,No
7052,STU1332,2026-04-10,Present,Absent,No
7053,STU1333,2026-04-10,Present,Present,Yes
7054,STU1334,2026-04-10,Present,Present,Yes
7055,STU1335,2026-04-10,Present,Present,Yes
7056,STU1336,2026-04-10,Present,Present,Yes
7057,STU1337,2026-04-10,Present,Present,Yes
7058,STU1338,2026-04-10,Present,Present,Yes
7059,STU1339,2026-04-10,Present,Absent,No
7060,STU1340,2026-04-10,Present,Present,Yes
7061,STU1341,2026-04-10,Present,Present,Yes
7062,STU1342,2026-04-10,Present,Present,Yes
7063,STU1343,2026-04-10,Present,Present,Yes
7064,STU1344,2026-04-10,Present,Present,Yes
7065,STU1345,2026-04-10,Present,Present,Yes
7066,STU1346,2026-04-10,Present,Present,Yes
7067,STU1347,2026-04-10,Present,Present,Yes
7068,STU1348,2026-04-10,Present,Present,Yes
7069,STU1349,2026-04-10,Present,Present,Yes
7070,STU1350,2026-04-10,Present,Present,Yes
7071,STU1351,2026-04-10,Present,Present,Yes
7072,STU1352,2026-04-10,Present,Present,Yes
7073,STU1353,2026-04-10,Present,Present,Yes
7074,STU1354,2026-04-10,Present,Present,Yes
7075,STU1355,2026-04-10,Present,Absent,No
7076,STU1356,2026-04-10,Absent,Absent,No
7077,STU1357,2026-04-10,Present,Present,Yes
7078,STU1358,2026-04-10,Present,Present,Yes
7079,STU1359,2026-04-10,Present,Present,Yes
7080,STU1360,2026-04-10,Present,Present,Yes
7081,STU1361,2026-04-10,Absent,Absent,No
7082,STU1362,2026-04-10,Late,Absent,No
7083,STU1363,2026-04-10,Present,Present,Yes
7084,STU1364,2026-04-10,Present,Present,Yes
7085,STU1365,2026-04-10,Present,Present,Yes
7086,STU1366,2026-04-10,Late,Absent,No
7087,STU1367,2026-04-10,Present,Present,Yes
7088,STU1368,2026-04-10,Present,Present,Yes
7089,STU1369,2026-04-10,Present,Present,Yes
7090,STU1370,2026-04-10,Present,Present,Yes
7091,STU1371,2026-04-10,Present,Present,Yes
7092,STU1372,2026-04-10,Present,Present,Yes
7093,STU1373,2026-04-10,Present,Present,Yes
7094,STU1374,2026-04-10,Present,Present,Yes
7095,STU1375,2026-04-10,Present,Present,Yes
7096,STU1376,2026-04-10,Present,Present,Yes
7097,STU1377,2026-04-10,Present,Present,Yes
7098,STU1378,2026-04-10,Present,Present,Yes
7099,STU1379,2026-04-10,Absent,Absent,No
7100,STU1380,2026-04-10,Present,Present,Yes
7101,STU1381,2026-04-10,Present,Present,Yes
7102,STU1382,2026-04-10,Late,Absent,No
7103,STU1383,2026-04-10,Present,Present,Yes
7104,STU1384,2026-04-10,Present,Present,Yes
7105,STU1385,2026-04-10,Present,Present,Yes
7106,STU1386,2026-04-10,Present,Present,Yes
7107,STU1387,2026-04-10,Present,Present,Yes
7108,STU1388,2026-04-10,Present,Present,Yes
7109,STU1389,2026-04-10,Present,Present,Yes
7110,STU1390,2026-04-10,Present,Present,Yes
7111,STU1391,2026-04-10,Present,Present,Yes
7112,STU1392,2026-04-10,Present,Present,Yes
7113,STU1393,2026-04-10,Absent,Absent,No
7114,STU1394,2026-04-10,Absent,Absent,No
7115,STU1395,2026-04-10,Present,Present,Yes
7116,STU1396,2026-04-10,Present,Present,Yes
7117,STU1397,2026-04-10,Present,Absent,No
7118,STU1398,2026-04-10,Present,Present,Yes
7119,STU1399,2026-04-10,Present,Present,Yes
7120,STU1400,2026-04-10,Late,Absent,No
7121,STU1401,2026-04-10,Present,Present,Yes
7122,STU1402,2026-04-10,Present,Present,Yes
7123,STU1403,2026-04-10,Present,Present,Yes
7124,STU1404,2026-04-10,Absent,Absent,No
7125,STU1405,2026-04-10,Present,Present,Yes
7126,STU1406,2026-04-10,Present,Present,Yes
7127,STU1407,2026-04-10,Present,Present,Yes
7128,STU1408,2026-04-10,Present,Present,Yes
7129,STU1409,2026-04-10,Present,Present,Yes
7130,STU1410,2026-04-10,Present,Present,Yes
7131,STU1411,2026-04-10,Present,Present,Yes
7132,STU1412,2026-04-10,Present,Present,Yes
7133,STU1413,2026-04-10,Present,Present,Yes
7134,STU1414,2026-04-10,Absent,Absent,No
7135,STU1415,2026-04-10,Present,Present,Yes
7136,STU1416,2026-04-10,Present,Present,Yes
7137,STU1417,2026-04-10,Present,Present,Yes
7138,STU1418,2026-04-10,Present,Present,Yes
7139,STU1419,2026-04-10,Present,Present,Yes
7140,STU1420,2026-04-10,Present,Present,Yes
7141,STU1421,2026-04-10,Present,Present,Yes
7142,STU1422,2026-04-10,Present,Present,Yes
7143,STU1423,2026-04-10,Present,Present,Yes
7144,STU1424,2026-04-10,Present,Present,Yes
7145,STU1425,2026-04-10,Present,Present,Yes
7146,STU1426,2026-04-10,Present,Present,Yes
7147,STU1427,2026-04-10,Present,Present,Yes
7148,STU1428,2026-04-10,Present,Present,Yes
7149,STU1429,2026-04-10,Late,Absent,No
7150,STU1430,2026-04-10,Present,Present,Yes
7151,STU1431,2026-04-10,Present,Present,Yes
7152,STU1432,2026-04-10,Present,Present,Yes
7153,STU1433,2026-04-10,Present,Present,Yes
7154,STU1434,2026-04-10,Present,Present,Yes
7155,STU1435,2026-04-10,Present,Present,Yes
7156,STU1436,2026-04-10,Absent,Absent,No
7157,STU1437,2026-04-10,Present,Present,Yes
7158,STU1438,2026-04-10,Present,Present,Yes
7159,STU1439,2026-04-10,Late,Absent,No
7160,STU1440,2026-04-10,Absent,Absent,No
7161,STU1441,2026-04-10,Present,Present,Yes
7162,STU1442,2026-04-10,Present,Present,Yes
7163,STU1443,2026-04-10,Present,Present,Yes
7164,STU1444,2026-04-10,Present,Absent,No
7165,STU1445,2026-04-10,Present,Present,Yes
7166,STU1446,2026-04-10,Present,Present,Yes
7167,STU1447,2026-04-10,Present,Present,Yes
7168,STU1448,2026-04-10,Present,Present,Yes
7169,STU1449,2026-04-10,Present,Absent,No
7170,STU1450,2026-04-10,Present,Present,Yes
7171,STU1451,2026-04-10,Present,Present,Yes
7172,STU1452,2026-04-10,Present,Present,Yes
7173,STU1453,2026-04-10,Present,Present,Yes
7174,STU1454,2026-04-10,Present,Present,Yes
7175,STU1455,2026-04-10,Present,Present,Yes
7176,STU1456,2026-04-10,Present,Present,Yes
7177,STU1457,2026-04-10,Present,Present,Yes
7178,STU1458,2026-04-10,Present,Present,Yes
7179,STU1459,2026-04-10,Present,Present,Yes
7180,STU1460,2026-04-10,Present,Present,Yes
7181,STU1461,2026-04-10,Present,Absent,No
7182,STU1462,2026-04-10,Present,Present,Yes
7183,STU1463,2026-04-10,Present,Present,Yes
7184,STU1464,2026-04-10,Present,Present,Yes
7185,STU1465,2026-04-10,Present,Present,Yes
7186,STU1466,2026-04-10,Present,Present,Yes
7187,STU1467,2026-04-10,Present,Present,Yes
7188,STU1468,2026-04-10,Present,Present,Yes
7189,STU1469,2026-04-10,Present,Present,Yes
7190,STU1470,2026-04-10,Present,Present,Yes
7191,STU1471,2026-04-10,Present,Present,Yes
7192,STU1472,2026-04-10,Late,Absent,No
7193,STU1473,2026-04-10,Present,Present,Yes
7194,STU1474,2026-04-10,Present,Present,Yes
7195,STU1475,2026-04-10,Present,Present,Yes
7196,STU1476,2026-04-10,Present,Present,Yes
7197,STU1477,2026-04-10,Present,Present,Yes
7198,STU1478,2026-04-10,Present,Absent,No
7199,STU1479,2026-04-10,Present,Present,Yes
7200,STU1480,2026-04-10,Present,Present,Yes
7201,STU1481,2026-04-10,Absent,Absent,No
7202,STU1482,2026-04-10,Present,Present,Yes
7203,STU1483,2026-04-10,Present,Absent,No
7204,STU1484,2026-04-10,Present,Present,Yes
7205,STU1485,2026-04-10,Present,Present,Yes
7206,STU1486,2026-04-10,Present,Present,Yes
7207,STU1487,2026-04-10,Present,Present,Yes
7208,STU1488,2026-04-10,Present,Present,Yes
7209,STU1489,2026-04-10,Present,Present,Yes
7210,STU1490,2026-04-10,Present,Present,Yes
7211,STU1491,2026-04-10,Present,Present,Yes
7212,STU1492,2026-04-10,Present,Present,Yes
7213,STU1493,2026-04-10,Present,Present,Yes
7214,STU1494,2026-04-10,Present,Present,Yes
7215,STU1495,2026-04-10,Present,Present,Yes
7216,STU1496,2026-04-10,Present,Present,Yes
7217,STU1497,2026-04-10,Present,Present,Yes
7218,STU1498,2026-04-10,Present,Present,Yes
7219,STU1499,2026-04-10,Present,Present,Yes
7220,STU1500,2026-04-10,Present,Present,Yes
7221,STU1501,2026-04-10,Present,Present,Yes
7222,STU1502,2026-04-10,Present,Present,Yes
7223,STU1503,2026-04-10,Present,Present,Yes
7224,STU1504,2026-04-10,Absent,Absent,No
7225,STU1505,2026-04-10,Present,Present,Yes
7226,STU1506,2026-04-10,Present,Present,Yes
7227,STU1507,2026-04-10,Present,Present,Yes
7228,STU1508,2026-04-10,Present,Present,Yes
7229,STU1509,2026-04-10,Present,Present,Yes
7230,STU1510,2026-04-10,Present,Present,Yes
7231,STU1511,2026-04-10,Present,Present,Yes
7232,STU1512,2026-04-10,Present,Present,Yes
7233,STU1513,2026-04-10,Present,Present,Yes
7234,STU1514,2026-04-10,Present,Present,Yes
7235,STU1515,2026-04-10,Absent,Absent,No
7236,STU1516,2026-04-10,Present,Present,Yes
7237,STU1517,2026-04-10,Present,Present,Yes
7238,STU1518,2026-04-10,Present,Present,Yes
7239,STU1519,2026-04-10,Present,Present,Yes
7240,STU1520,2026-04-10,Present,Present,Yes
7241,STU1521,2026-04-10,Present,Present,Yes
7242,STU1522,2026-04-10,Present,Present,Yes
7243,STU1523,2026-04-10,Present,Present,Yes
7244,STU1524,2026-04-10,Present,Present,Yes
7245,STU1525,2026-04-10,Present,Present,Yes
7246,STU1526,2026-04-10,Present,Present,Yes
7247,STU1527,2026-04-10,Present,Present,Yes
7248,STU1528,2026-04-10,Present,Present,Yes
7249,STU1529,2026-04-10,Present,Present,Yes
7250,STU1530,2026-04-10,Present,Present,Yes
7251,STU1531,2026-04-10,Present,Present,Yes
7252,STU1532,2026-04-10,Present,Present,Yes
7253,STU1533,2026-04-10,Present,Present,Yes
7254,STU1534,2026-04-10,Present,Present,Yes
7255,STU1535,2026-04-10,Present,Present,Yes
7256,STU1536,2026-04-10,Present,Present,Yes
7257,STU1537,2026-04-10,Present,Present,Yes
7258,STU1538,2026-04-10,Present,Present,Yes
7259,STU1539,2026-04-10,Present,Present,Yes
7260,STU1540,2026-04-10,Present,Present,Yes
7261,STU1541,2026-04-10,Present,Present,Yes
7262,STU1542,2026-04-10,Present,Present,Yes
7263,STU1543,2026-04-10,Present,Present,Yes
7264,STU1544,2026-04-10,Present,Present,Yes
7265,STU1545,2026-04-10,Present,Present,Yes
7266,STU1546,2026-04-10,Present,Present,Yes
7267,STU1547,2026-04-10,Present,Present,Yes
7268,STU1548,2026-04-10,Present,Present,Yes
7269,STU1549,2026-04-10,Present,Present,Yes
7270,STU1550,2026-04-10,Present,Present,Yes
7271,STU1551,2026-04-10,Present,Present,Yes
7272,STU1552,2026-04-10,Present,Present,Yes
7273,STU1553,2026-04-10,Present,Present,Yes
7274,STU1554,2026-04-10,Present,Present,Yes
7275,STU1555,2026-04-10,Absent,Absent,No
7276,STU1556,2026-04-10,Present,Present,Yes
7277,STU1557,2026-04-10,Present,Present,Yes
7278,STU1558,2026-04-10,Present,Present,Yes
7279,STU1559,2026-04-10,Present,Present,Yes
7280,STU1560,2026-04-10,Present,Absent,No
7281,STU1561,2026-04-10,Present,Present,Yes
7282,STU1562,2026-04-10,Present,Present,Yes
7283,STU1563,2026-04-10,Present,Present,Yes
7284,STU1564,2026-04-10,Present,Present,Yes
7285,STU1565,2026-04-10,Present,Present,Yes
7286,STU1566,2026-04-10,Present,Present,Yes
7287,STU1567,2026-04-10,Present,Present,Yes
7288,STU1568,2026-04-10,Present,Present,Yes
7289,STU1569,2026-04-10,Present,Present,Yes
7290,STU1570,2026-04-10,Present,Present,Yes
7291,STU1571,2026-04-10,Absent,Absent,No
7292,STU1572,2026-04-10,Present,Present,Yes
7293,STU1573,2026-04-10,Present,Present,Yes
7294,STU1574,2026-04-10,Present,Present,Yes
7295,STU1575,2026-04-10,Present,Present,Yes
7296,STU1576,2026-04-10,Present,Present,Yes
7297,STU1577,2026-04-10,Present,Absent,No
7298,STU1578,2026-04-10,Present,Present,Yes
7299,STU1579,2026-04-10,Present,Present,Yes
7300,STU1580,2026-04-10,Present,Present,Yes
7301,STU1581,2026-04-10,Present,Present,Yes
7302,STU1582,2026-04-10,Present,Present,Yes
7303,STU1583,2026-04-10,Present,Present,Yes
7304,STU1584,2026-04-10,Present,Present,Yes
7305,STU1585,2026-04-10,Present,Present,Yes
7306,STU1586,2026-04-10,Present,Present,Yes
7307,STU1587,2026-04-10,Present,Present,Yes
7308,STU1588,2026-04-10,Present,Present,Yes
7309,STU1589,2026-04-10,Present,Present,Yes
7310,STU1590,2026-04-10,Present,Present,Yes
7311,STU1591,2026-04-10,Present,Present,Yes
7312,STU1592,2026-04-10,Present,Present,Yes
7313,STU1593,2026-04-10,Present,Present,Yes
7314,STU1594,2026-04-10,Present,Present,Yes
7315,STU1595,2026-04-10,Present,Present,Yes
7316,STU1596,2026-04-10,Present,Present,Yes
7317,STU1597,2026-04-10,Absent,Absent,No
7318,STU1598,2026-04-10,Present,Absent,No
7319,STU1599,2026-04-10,Present,Present,Yes
7320,STU1600,2026-04-10,Present,Present,Yes
7321,STU1601,2026-04-10,Present,Present,Yes
7322,STU1602,2026-04-10,Present,Present,Yes
7323,STU1603,2026-04-10,Present,Present,Yes
7324,STU1604,2026-04-10,Present,Present,Yes
7325,STU1605,2026-04-10,Present,Present,Yes
7326,STU1606,2026-04-10,Present,Present,Yes
7327,STU1607,2026-04-10,Present,Present,Yes
7328,STU1608,2026-04-10,Present,Present,Yes
7329,STU1609,2026-04-10,Present,Present,Yes
7330,STU1610,2026-04-10,Present,Present,Yes
7331,STU1611,2026-04-10,Present,Present,Yes
7332,STU1612,2026-04-10,Present,Present,Yes
7333,STU1613,2026-04-10,Present,Present,Yes
7334,STU1614,2026-04-10,Present,Present,Yes
7335,STU1615,2026-04-10,Present,Present,Yes
7336,STU1616,2026-04-10,Present,Present,Yes
7337,STU1617,2026-04-10,Present,Present,Yes
7338,STU1618,2026-04-10,Present,Present,Yes
7339,STU1619,2026-04-10,Present,Present,Yes
7340,STU1620,2026-04-10,Present,Present,Yes
7341,STU1621,2026-04-10,Present,Present,Yes
7342,STU1622,2026-04-10,Present,Present,Yes
7343,STU1623,2026-04-10,Present,Absent,No
7344,STU1624,2026-04-10,Present,Present,Yes
7345,STU1625,2026-04-10,Present,Present,Yes
7346,STU1626,2026-04-10,Present,Present,Yes
7347,STU1627,2026-04-10,Present,Present,Yes
7348,STU1628,2026-04-10,Present,Present,Yes
