Academic_ID,Student_ID,Subject,Exam_Type,Rote_Learning_Score,Conceptual_Understanding_Score,Practical_Project_Score
12187,STU2524,Coding,Term 1,57,76,72
12188,STU2524,Civic Sense,Term 1,59,63,71
12189,STU2524,Maths,Finals,55,71,74
12190,STU2524,Science,Finals,59,81,82
12191,STU2524,Coding,Finals,75,68,85
12192,STU2524,Civic Sense,Finals,80,82,70
12193,STU2525,Maths,Term 1,57,63,67
12194,STU2525,Science,Term 1,83,78,85
12195,STU2525,Coding,Term 1,56,66,76
12196,STU2525,Civic Sense,Term 1,74,69,88
12197,STU2525,Maths,Finals,55,78,74
12198,STU2525,Science,Finals,60,81,83
12199,STU2525,Coding,Finals,64,62,70
12200,STU2525,Civic Sense,Finals,65,78,79
12201,STU2526,Maths,Term 1,78,78,66
12202,STU2526,Science,Term 1,78,81,72
12203,STU2526,Coding,Term 1,79,84,69
12204,STU2526,Civic Sense,Term 1,62,77,82
12205,STU2526,Maths,Finals,77,74,86
12206,STU2526,Science,Finals,68,74,77
12207,STU2526,Coding,Finals,82,73,66
12208,STU2526,Civic Sense,Finals,75,72,70
12209,STU2527,Maths,Term 1,95,89,93
12210,STU2527,Science,Term 1,94,88,100
12211,STU2527,Coding,Term 1,91,97,99
12212,STU2527,Civic Sense,Term 1,100,96,93
12213,STU2527,Maths,Finals,99,92,94
12214,STU2527,Science,Finals,91,88,98
12215,STU2527,Coding,Finals,88,96,93
12216,STU2527,Civic Sense,Finals,98,91,92
12217,STU2528,Maths,Term 1,73,81,71
12218,STU2528,Science,Term 1,75,79,86
12219,STU2528,Coding,Term 1,81,74,87
12220,STU2528,Civic Sense,Term 1,55,65,77
12221,STU2528,Maths,Finals,79,72,72
12222,STU2528,Science,Finals,71,65,65
12223,STU2528,Coding,Finals,70,63,76
12224,STU2528,Civic Sense,Finals,84,69,82
12225,STU2529,Maths,Term 1,40,28,47
12226,STU2529,Science,Term 1,37,28,42
12227,STU2529,Coding,Term 1,45,41,53
12228,STU2529,Civic Sense,Term 1,31,35,54
12229,STU2529,Maths,Finals,69,77,84
12230,STU2529,Science,Finals,70,67,74
12231,STU2529,Coding,Finals,72,69,71
12232,STU2529,Civic Sense,Finals,62,66,74
12233,STU2530,Maths,Term 1,69,70,79
12234,STU2530,Science,Term 1,63,61,76
12235,STU2530,Coding,Term 1,71,79,70
12236,STU2530,Civic Sense,Term 1,62,81,65
12237,STU2530,Maths,Finals,61,73,65
12238,STU2530,Science,Finals,67,74,80
12239,STU2530,Coding,Finals,71,75,68
12240,STU2530,Civic Sense,Finals,74,80,70
12241,STU2531,Maths,Term 1,74,75,86
12242,STU2531,Science,Term 1,84,65,77
12243,STU2531,Coding,Term 1,65,70,79
12244,STU2531,Civic Sense,Term 1,57,66,77
12245,STU2531,Maths,Finals,64,78,78
12246,STU2531,Science,Finals,70,68,87
12247,STU2531,Coding,Finals,66,63,87
12248,STU2531,Civic Sense,Finals,78,69,75
12249,STU2532,Maths,Term 1,66,84,70
12250,STU2532,Science,Term 1,66,74,88
12251,STU2532,Coding,Term 1,64,85,74
12252,STU2532,Civic Sense,Term 1,76,85,81
12253,STU2532,Maths,Finals,72,64,75
12254,STU2532,Science,Finals,59,83,78
12255,STU2532,Coding,Finals,75,79,83
12256,STU2532,Civic Sense,Finals,56,82,68
12257,STU2533,Maths,Term 1,96,89,91
12258,STU2533,Science,Term 1,88,93,96
12259,STU2533,Coding,Term 1,100,91,93
12260,STU2533,Civic Sense,Term 1,96,89,95
12261,STU2533,Maths,Finals,99,94,94
12262,STU2533,Science,Finals,98,95,90
12263,STU2533,Coding,Finals,96,88,100
12264,STU2533,Civic Sense,Finals,98,100,98
12265,STU2534,Maths,Term 1,49,42,46
12266,STU2534,Science,Term 1,46,48,46
12267,STU2534,Coding,Term 1,32,43,47
12268,STU2534,Civic Sense,Term 1,38,38,50
12269,STU2534,Maths,Finals,56,70,85
12270,STU2534,Science,Finals,65,78,71
12271,STU2534,Coding,Finals,62,74,81
12272,STU2534,Civic Sense,Finals,67,71,77
12273,STU2535,Maths,Term 1,89,91,94
12274,STU2535,Science,Term 1,96,90,94
12275,STU2535,Coding,Term 1,95,95,90
12276,STU2535,Civic Sense,Term 1,95,89,95
12277,STU2535,Maths,Finals,95,99,97
12278,STU2535,Science,Finals,89,94,93
12279,STU2535,Coding,Finals,85,98,93
12280,STU2535,Civic Sense,Finals,90,92,100
12281,STU2536,Maths,Term 1,84,64,79
12282,STU2536,Science,Term 1,57,72,68
12283,STU2536,Coding,Term 1,76,76,88
12284,STU2536,Civic Sense,Term 1,76,72,70
12285,STU2536,Maths,Finals,77,82,81
12286,STU2536,Science,Finals,84,80,77
12287,STU2536,Coding,Finals,73,74,88
12288,STU2536,Civic Sense,Finals,63,75,78
12289,STU2537,Maths,Term 1,60,66,85
12290,STU2537,Science,Term 1,70,60,71
12291,STU2537,Coding,Term 1,76,77,76
12292,STU2537,Civic Sense,Term 1,75,68,80
12293,STU2537,Maths,Finals,72,84,79
12294,STU2537,Science,Finals,79,82,70
12295,STU2537,Coding,Finals,68,76,68
12296,STU2537,Civic Sense,Finals,73,66,68
12297,STU2538,Maths,Term 1,59,65,88
12298,STU2538,Science,Term 1,73,68,67
12299,STU2538,Coding,Term 1,79,85,87
12300,STU2538,Civic Sense,Term 1,60,82,72
12301,STU2538,Maths,Finals,59,76,87
12302,STU2538,Science,Finals,55,84,77
12303,STU2538,Coding,Finals,60,71,72
12304,STU2538,Civic Sense,Finals,76,78,73
12305,STU2539,Maths,Term 1,88,96,95
12306,STU2539,Science,Term 1,93,93,95
12307,STU2539,Coding,Term 1,93,89,98
12308,STU2539,Civic Sense,Term 1,90,93,98
12309,STU2539,Maths,Finals,92,89,94
12310,STU2539,Science,Finals,85,88,93
12311,STU2539,Coding,Finals,96,94,93
12312,STU2539,Civic Sense,Finals,85,91,92
12313,STU2540,Maths,Term 1,68,75,71
12314,STU2540,Science,Term 1,65,81,74
12315,STU2540,Coding,Term 1,82,79,65
12316,STU2540,Civic Sense,Term 1,64,74,83
12317,STU2540,Maths,Finals,81,84,82
12318,STU2540,Science,Finals,67,71,79
12319,STU2540,Coding,Finals,58,73,81
12320,STU2540,Civic Sense,Finals,73,82,78
12321,STU2541,Maths,Term 1,57,66,69
12322,STU2541,Science,Term 1,79,83,76
12323,STU2541,Coding,Term 1,56,76,78
12324,STU2541,Civic Sense,Term 1,60,77,78
12325,STU2541,Maths,Finals,84,77,75
12326,STU2541,Science,Finals,67,69,85
12327,STU2541,Coding,Finals,61,69,79
12328,STU2541,Civic Sense,Finals,67,61,86
12329,STU2542,Maths,Term 1,81,77,70
12330,STU2542,Science,Term 1,61,60,83
12331,STU2542,Coding,Term 1,60,71,82
12332,STU2542,Civic Sense,Term 1,69,65,81
12333,STU2542,Maths,Finals,74,85,85
12334,STU2542,Science,Finals,75,69,77
12335,STU2542,Coding,Finals,69,81,71
12336,STU2542,Civic Sense,Finals,67,66,67
12337,STU2543,Maths,Term 1,62,60,82
12338,STU2543,Science,Term 1,64,72,66
12339,STU2543,Coding,Term 1,58,75,70
12340,STU2543,Civic Sense,Term 1,78,72,69
12341,STU2543,Maths,Finals,71,84,65
12342,STU2543,Science,Finals,62,66,87
12343,STU2543,Coding,Finals,83,72,74
12344,STU2543,Civic Sense,Finals,74,61,81
12345,STU2544,Maths,Term 1,94,100,100
12346,STU2544,Science,Term 1,100,92,99
12347,STU2544,Coding,Term 1,87,98,91
12348,STU2544,Civic Sense,Term 1,98,100,93
12349,STU2544,Maths,Finals,93,98,93
12350,STU2544,Science,Finals,86,91,91
12351,STU2544,Coding,Finals,86,99,91
12352,STU2544,Civic Sense,Finals,97,94,93
12353,STU2545,Maths,Term 1,68,65,69
12354,STU2545,Science,Term 1,71,68,76
12355,STU2545,Coding,Term 1,81,70,74
12356,STU2545,Civic Sense,Term 1,57,69,65
12357,STU2545,Maths,Finals,72,80,75
12358,STU2545,Science,Finals,69,79,77
12359,STU2545,Coding,Finals,59,65,83
12360,STU2545,Civic Sense,Finals,66,62,68
12361,STU2546,Maths,Term 1,71,69,81
12362,STU2546,Science,Term 1,68,62,66
12363,STU2546,Coding,Term 1,67,83,78
12364,STU2546,Civic Sense,Term 1,78,61,88
12365,STU2546,Maths,Finals,76,85,66
12366,STU2546,Science,Finals,60,72,65
12367,STU2546,Coding,Finals,64,73,83
12368,STU2546,Civic Sense,Finals,55,80,68
12369,STU2547,Maths,Term 1,74,81,75
12370,STU2547,Science,Term 1,61,76,85
12371,STU2547,Coding,Term 1,74,63,88
12372,STU2547,Civic Sense,Term 1,67,64,74
12373,STU2547,Maths,Finals,63,62,65
12374,STU2547,Science,Finals,68,72,85
12375,STU2547,Coding,Finals,70,77,82
12376,STU2547,Civic Sense,Finals,64,70,80
12377,STU2548,Maths,Term 1,92,90,91
12378,STU2548,Science,Term 1,98,93,90
12379,STU2548,Coding,Term 1,90,98,94
12380,STU2548,Civic Sense,Term 1,89,91,98
12381,STU2548,Maths,Finals,91,93,94
12382,STU2548,Science,Finals,93,88,97
12383,STU2548,Coding,Finals,87,100,91
12384,STU2548,Civic Sense,Finals,85,98,97
12385,STU2549,Maths,Term 1,74,76,76
12386,STU2549,Science,Term 1,55,65,72
12387,STU2549,Coding,Term 1,76,81,65
12388,STU2549,Civic Sense,Term 1,66,80,88
12389,STU2549,Maths,Finals,55,73,78
12390,STU2549,Science,Finals,69,63,73
12391,STU2549,Coding,Finals,72,70,72
12392,STU2549,Civic Sense,Finals,84,67,86
12393,STU2550,Maths,Term 1,58,75,67
12394,STU2550,Science,Term 1,63,74,83
12395,STU2550,Coding,Term 1,79,70,76
12396,STU2550,Civic Sense,Term 1,63,83,67
12397,STU2550,Maths,Finals,60,78,82
12398,STU2550,Science,Finals,77,65,74
12399,STU2550,Coding,Finals,79,84,83
12400,STU2550,Civic Sense,Finals,60,65,65
12401,STU2551,Maths,Term 1,90,96,100
12402,STU2551,Science,Term 1,87,93,100
12403,STU2551,Coding,Term 1,90,88,98
12404,STU2551,Civic Sense,Term 1,96,90,91
12405,STU2551,Maths,Finals,99,94,98
12406,STU2551,Science,Finals,85,89,92
12407,STU2551,Coding,Finals,98,97,96
12408,STU2551,Civic Sense,Finals,90,93,90
12409,STU2552,Maths,Term 1,86,95,93
12410,STU2552,Science,Term 1,89,92,99
12411,STU2552,Coding,Term 1,87,91,99
12412,STU2552,Civic Sense,Term 1,94,91,90
12413,STU2552,Maths,Finals,92,99,92
12414,STU2552,Science,Finals,96,88,92
12415,STU2552,Coding,Finals,100,92,99
12416,STU2552,Civic Sense,Finals,97,90,93
12417,STU2553,Maths,Term 1,71,69,74
12418,STU2553,Science,Term 1,56,84,86
12419,STU2553,Coding,Term 1,81,67,80
12420,STU2553,Civic Sense,Term 1,75,72,76
12421,STU2553,Maths,Finals,63,66,84
12422,STU2553,Science,Finals,73,78,73
12423,STU2553,Coding,Finals,59,83,82
12424,STU2553,Civic Sense,Finals,79,71,88
12425,STU2554,Maths,Term 1,61,67,65
12426,STU2554,Science,Term 1,71,73,85
12427,STU2554,Coding,Term 1,63,63,74
12428,STU2554,Civic Sense,Term 1,72,73,85
12429,STU2554,Maths,Finals,62,64,83
12430,STU2554,Science,Finals,75,61,81
12431,STU2554,Coding,Finals,65,85,65
12432,STU2554,Civic Sense,Finals,65,61,73
12433,STU2555,Maths,Term 1,100,98,91
12434,STU2555,Science,Term 1,95,97,90
12435,STU2555,Coding,Term 1,95,89,98
12436,STU2555,Civic Sense,Term 1,89,91,97
12437,STU2555,Maths,Finals,100,90,91
12438,STU2555,Science,Finals,86,97,90
12439,STU2555,Coding,Finals,100,92,94
12440,STU2555,Civic Sense,Finals,93,95,99
12441,STU2556,Maths,Term 1,73,63,87
12442,STU2556,Science,Term 1,57,75,68
12443,STU2556,Coding,Term 1,70,68,87
12444,STU2556,Civic Sense,Term 1,55,60,71
12445,STU2556,Maths,Finals,77,68,76
12446,STU2556,Science,Finals,67,76,86
12447,STU2556,Coding,Finals,83,76,87
12448,STU2556,Civic Sense,Finals,63,76,77
12449,STU2557,Maths,Term 1,84,75,71
12450,STU2557,Science,Term 1,70,69,73
12451,STU2557,Coding,Term 1,74,72,77
12452,STU2557,Civic Sense,Term 1,67,60,79
12453,STU2557,Maths,Finals,59,67,77
12454,STU2557,Science,Finals,67,83,66
12455,STU2557,Coding,Finals,79,69,80
12456,STU2557,Civic Sense,Finals,63,63,69
12457,STU2558,Maths,Term 1,33,42,40
12458,STU2558,Science,Term 1,36,38,46
12459,STU2558,Coding,Term 1,46,45,44
12460,STU2558,Civic Sense,Term 1,41,29,49
12461,STU2558,Maths,Finals,55,74,76
12462,STU2558,Science,Finals,73,72,81
12463,STU2558,Coding,Finals,58,77,70
12464,STU2558,Civic Sense,Finals,59,77,80
12465,STU2559,Maths,Term 1,69,71,69
12466,STU2559,Science,Term 1,77,73,78
12467,STU2559,Coding,Term 1,72,69,82
12468,STU2559,Civic Sense,Term 1,84,61,71
12469,STU2559,Maths,Finals,76,83,68
12470,STU2559,Science,Finals,68,66,77
12471,STU2559,Coding,Finals,70,76,67
12472,STU2559,Civic Sense,Finals,69,70,69
12473,STU2560,Maths,Term 1,75,77,67
12474,STU2560,Science,Term 1,62,70,72
12475,STU2560,Coding,Term 1,70,72,73
12476,STU2560,Civic Sense,Term 1,60,79,81
12477,STU2560,Maths,Finals,62,84,84
12478,STU2560,Science,Finals,62,60,71
12479,STU2560,Coding,Finals,74,84,76
12480,STU2560,Civic Sense,Finals,62,79,76
12481,STU2561,Maths,Term 1,42,26,51
12482,STU2561,Science,Term 1,36,30,54
12483,STU2561,Coding,Term 1,37,34,40
12484,STU2561,Civic Sense,Term 1,32,27,48
12485,STU2561,Maths,Finals,74,80,79
12486,STU2561,Science,Finals,69,75,78
12487,STU2561,Coding,Finals,70,71,84
12488,STU2561,Civic Sense,Finals,69,66,78
12489,STU2562,Maths,Term 1,74,61,83
12490,STU2562,Science,Term 1,68,74,82
12491,STU2562,Coding,Term 1,57,79,74
12492,STU2562,Civic Sense,Term 1,66,85,77
12493,STU2562,Maths,Finals,82,70,83
12494,STU2562,Science,Finals,70,74,72
12495,STU2562,Coding,Finals,74,72,68
12496,STU2562,Civic Sense,Finals,79,61,86
12497,STU2563,Maths,Term 1,76,68,65
12498,STU2563,Science,Term 1,65,75,71
12499,STU2563,Coding,Term 1,84,72,82
12500,STU2563,Civic Sense,Term 1,83,83,83
12501,STU2563,Maths,Finals,58,61,81
12502,STU2563,Science,Finals,82,83,65
12503,STU2563,Coding,Finals,64,85,68
12504,STU2563,Civic Sense,Finals,77,81,80
12505,STU2564,Maths,Term 1,95,94,99
12506,STU2564,Science,Term 1,93,91,90
12507,STU2564,Coding,Term 1,100,99,92
12508,STU2564,Civic Sense,Term 1,88,98,98
12509,STU2564,Maths,Finals,99,98,97
12510,STU2564,Science,Finals,87,98,96
12511,STU2564,Coding,Finals,88,94,95
12512,STU2564,Civic Sense,Finals,99,90,93
12513,STU2565,Maths,Term 1,64,84,67
12514,STU2565,Science,Term 1,58,61,73
12515,STU2565,Coding,Term 1,72,70,79
12516,STU2565,Civic Sense,Term 1,72,82,78
12517,STU2565,Maths,Finals,69,63,69
12518,STU2565,Science,Finals,67,70,80
12519,STU2565,Coding,Finals,77,65,82
12520,STU2565,Civic Sense,Finals,81,62,82
12521,STU2566,Maths,Term 1,88,90,97
12522,STU2566,Science,Term 1,96,98,92
12523,STU2566,Coding,Term 1,93,97,100
12524,STU2566,Civic Sense,Term 1,87,97,96
12525,STU2566,Maths,Finals,85,98,98
12526,STU2566,Science,Finals,94,89,95
12527,STU2566,Coding,Finals,95,93,93
12528,STU2566,Civic Sense,Finals,99,99,93
12529,STU2567,Maths,Term 1,38,31,54
12530,STU2567,Science,Term 1,43,31,43
12531,STU2567,Coding,Term 1,46,35,51
12532,STU2567,Civic Sense,Term 1,48,37,55
12533,STU2567,Maths,Finals,55,80,73
12534,STU2567,Science,Finals,68,73,78
12535,STU2567,Coding,Finals,72,68,78
12536,STU2567,Civic Sense,Finals,64,65,70
12537,STU2568,Maths,Term 1,38,26,54
12538,STU2568,Science,Term 1,41,38,41
12539,STU2568,Coding,Term 1,34,32,43
12540,STU2568,Civic Sense,Term 1,31,48,53
12541,STU2568,Maths,Finals,64,66,84
12542,STU2568,Science,Finals,74,80,75
12543,STU2568,Coding,Finals,73,78,75
12544,STU2568,Civic Sense,Finals,60,75,79
12545,STU2569,Maths,Term 1,84,66,88
12546,STU2569,Science,Term 1,63,68,83
12547,STU2569,Coding,Term 1,77,75,83
12548,STU2569,Civic Sense,Term 1,81,83,84
12549,STU2569,Maths,Finals,59,71,68
12550,STU2569,Science,Finals,80,80,84
12551,STU2569,Coding,Finals,70,82,71
12552,STU2569,Civic Sense,Finals,80,73,78
12553,STU2570,Maths,Term 1,83,70,73
12554,STU2570,Science,Term 1,69,83,76
12555,STU2570,Coding,Term 1,71,74,82
12556,STU2570,Civic Sense,Term 1,77,81,88
12557,STU2570,Maths,Finals,62,81,80
12558,STU2570,Science,Finals,84,62,66
12559,STU2570,Coding,Finals,81,82,75
12560,STU2570,Civic Sense,Finals,61,78,88
12561,STU2571,Maths,Term 1,66,80,87
12562,STU2571,Science,Term 1,73,61,78
12563,STU2571,Coding,Term 1,77,85,80
12564,STU2571,Civic Sense,Term 1,69,63,82
12565,STU2571,Maths,Finals,65,66,87
12566,STU2571,Science,Finals,67,60,85
12567,STU2571,Coding,Finals,58,75,74
12568,STU2571,Civic Sense,Finals,84,67,87
12569,STU2572,Maths,Term 1,31,30,51
12570,STU2572,Science,Term 1,42,26,41
12571,STU2572,Coding,Term 1,39,28,46
12572,STU2572,Civic Sense,Term 1,33,38,52
12573,STU2572,Maths,Finals,70,79,81
12574,STU2572,Science,Finals,59,80,70
12575,STU2572,Coding,Finals,69,68,74
12576,STU2572,Civic Sense,Finals,69,79,73
12577,STU2573,Maths,Term 1,61,83,75
12578,STU2573,Science,Term 1,55,73,74
12579,STU2573,Coding,Term 1,60,82,79
12580,STU2573,Civic Sense,Term 1,60,78,88
12581,STU2573,Maths,Finals,74,60,87
12582,STU2573,Science,Finals,64,66,81
12583,STU2573,Coding,Finals,72,80,68
12584,STU2573,Civic Sense,Finals,70,83,78
12585,STU2574,Maths,Term 1,59,65,79
12586,STU2574,Science,Term 1,56,64,88
12587,STU2574,Coding,Term 1,66,69,72
12588,STU2574,Civic Sense,Term 1,57,72,85
12589,STU2574,Maths,Finals,62,78,67
12590,STU2574,Science,Finals,65,76,74
12591,STU2574,Coding,Finals,68,68,80
12592,STU2574,Civic Sense,Finals,59,70,78
12593,STU2575,Maths,Term 1,39,37,54
12594,STU2575,Science,Term 1,46,30,41
12595,STU2575,Coding,Term 1,36,38,40
12596,STU2575,Civic Sense,Term 1,42,47,43
12597,STU2575,Maths,Finals,65,76,71
12598,STU2575,Science,Finals,60,77,72
12599,STU2575,Coding,Finals,62,73,70
12600,STU2575,Civic Sense,Finals,74,80,77
12601,STU2576,Maths,Term 1,34,29,41
12602,STU2576,Science,Term 1,43,37,54
12603,STU2576,Coding,Term 1,43,37,50
12604,STU2576,Civic Sense,Term 1,39,45,40
12605,STU2576,Maths,Finals,65,72,75
12606,STU2576,Science,Finals,63,70,73
12607,STU2576,Coding,Finals,68,73,77
12608,STU2576,Civic Sense,Finals,65,72,75
12609,STU2577,Maths,Term 1,98,89,97
12610,STU2577,Science,Term 1,85,93,98
12611,STU2577,Coding,Term 1,87,91,98
12612,STU2577,Civic Sense,Term 1,86,93,97
12613,STU2577,Maths,Finals,92,90,91
12614,STU2577,Science,Finals,92,94,97
12615,STU2577,Coding,Finals,97,92,95
12616,STU2577,Civic Sense,Finals,95,93,92
12617,STU2578,Maths,Term 1,65,63,65
12618,STU2578,Science,Term 1,69,60,88
12619,STU2578,Coding,Term 1,66,81,76
12620,STU2578,Civic Sense,Term 1,70,60,76
12621,STU2578,Maths,Finals,60,79,76
12622,STU2578,Science,Finals,56,77,77
12623,STU2578,Coding,Finals,72,75,73
12624,STU2578,Civic Sense,Finals,64,62,69
12625,STU2579,Maths,Term 1,65,81,83
12626,STU2579,Science,Term 1,73,82,82
12627,STU2579,Coding,Term 1,73,73,85
12628,STU2579,Civic Sense,Term 1,60,70,82
12629,STU2579,Maths,Finals,67,79,69
12630,STU2579,Science,Finals,82,72,72
12631,STU2579,Coding,Finals,65,73,65
12632,STU2579,Civic Sense,Finals,56,72,85
12633,STU2580,Maths,Term 1,76,71,67
12634,STU2580,Science,Term 1,66,62,80
12635,STU2580,Coding,Term 1,80,84,83
12636,STU2580,Civic Sense,Term 1,82,84,79
12637,STU2580,Maths,Finals,77,71,67
12638,STU2580,Science,Finals,82,78,71
12639,STU2580,Coding,Finals,70,76,73
12640,STU2580,Civic Sense,Finals,73,70,71
12641,STU2581,Maths,Term 1,35,39,46
12642,STU2581,Science,Term 1,38,33,50
12643,STU2581,Coding,Term 1,46,45,40
12644,STU2581,Civic Sense,Term 1,32,44,55
12645,STU2581,Maths,Finals,68,70,73
12646,STU2581,Science,Finals,61,73,83
12647,STU2581,Coding,Finals,57,77,78
12648,STU2581,Civic Sense,Finals,67,67,80
12649,STU2582,Maths,Term 1,43,35,47
12650,STU2582,Science,Term 1,34,29,44
12651,STU2582,Coding,Term 1,38,39,41
12652,STU2582,Civic Sense,Term 1,46,28,40
12653,STU2582,Maths,Finals,58,73,73
12654,STU2582,Science,Finals,60,79,72
12655,STU2582,Coding,Finals,74,73,71
12656,STU2582,Civic Sense,Finals,72,73,77
12657,STU2583,Maths,Term 1,80,69,82
12658,STU2583,Science,Term 1,76,84,85
12659,STU2583,Coding,Term 1,78,83,68
12660,STU2583,Civic Sense,Term 1,80,64,77
12661,STU2583,Maths,Finals,71,63,80
12662,STU2583,Science,Finals,79,79,72
12663,STU2583,Coding,Finals,55,83,65
12664,STU2583,Civic Sense,Finals,71,60,75
12665,STU2584,Maths,Term 1,80,78,84
12666,STU2584,Science,Term 1,82,60,75
12667,STU2584,Coding,Term 1,82,80,81
12668,STU2584,Civic Sense,Term 1,56,77,68
12669,STU2584,Maths,Finals,63,60,71
12670,STU2584,Science,Finals,61,69,87
12671,STU2584,Coding,Finals,81,60,75
12672,STU2584,Civic Sense,Finals,56,77,88
12673,STU2585,Maths,Term 1,31,35,52
12674,STU2585,Science,Term 1,37,35,53
12675,STU2585,Coding,Term 1,48,43,41
12676,STU2585,Civic Sense,Term 1,50,30,43
12677,STU2585,Maths,Finals,62,67,73
12678,STU2585,Science,Finals,68,78,79
12679,STU2585,Coding,Finals,68,65,74
12680,STU2585,Civic Sense,Finals,75,67,75
12681,STU2586,Maths,Term 1,94,94,97
12682,STU2586,Science,Term 1,98,100,94
12683,STU2586,Coding,Term 1,89,96,91
12684,STU2586,Civic Sense,Term 1,89,99,100
12685,STU2586,Maths,Finals,96,97,98
12686,STU2586,Science,Finals,91,94,92
12687,STU2586,Coding,Finals,86,95,94
12688,STU2586,Civic Sense,Finals,93,97,95
12689,STU2587,Maths,Term 1,82,65,77
12690,STU2587,Science,Term 1,55,78,69
12691,STU2587,Coding,Term 1,55,67,72
12692,STU2587,Civic Sense,Term 1,57,83,73
12693,STU2587,Maths,Finals,78,73,76
12694,STU2587,Science,Finals,68,81,76
12695,STU2587,Coding,Finals,70,82,68
12696,STU2587,Civic Sense,Finals,79,73,77
12697,STU2588,Maths,Term 1,82,76,85
12698,STU2588,Science,Term 1,58,66,65
12699,STU2588,Coding,Term 1,64,78,84
12700,STU2588,Civic Sense,Term 1,66,61,74
12701,STU2588,Maths,Finals,62,76,83
12702,STU2588,Science,Finals,76,84,77
12703,STU2588,Coding,Finals,64,80,68
12704,STU2588,Civic Sense,Finals,67,68,76
12705,STU2589,Maths,Term 1,42,29,50
12706,STU2589,Science,Term 1,36,29,44
12707,STU2589,Coding,Term 1,37,25,55
12708,STU2589,Civic Sense,Term 1,34,33,55
12709,STU2589,Maths,Finals,67,73,73
12710,STU2589,Science,Finals,60,78,73
12711,STU2589,Coding,Finals,61,76,81
12712,STU2589,Civic Sense,Finals,70,73,80
12713,STU2590,Maths,Term 1,58,76,88
12714,STU2590,Science,Term 1,55,82,75
12715,STU2590,Coding,Term 1,82,76,71
12716,STU2590,Civic Sense,Term 1,73,67,74
12717,STU2590,Maths,Finals,83,61,81
12718,STU2590,Science,Finals,62,71,73
12719,STU2590,Coding,Finals,75,68,69
12720,STU2590,Civic Sense,Finals,76,80,80
12721,STU2591,Maths,Term 1,66,78,82
12722,STU2591,Science,Term 1,84,76,68
12723,STU2591,Coding,Term 1,73,65,65
12724,STU2591,Civic Sense,Term 1,68,79,77
12725,STU2591,Maths,Finals,66,72,84
12726,STU2591,Science,Finals,61,65,76
12727,STU2591,Coding,Finals,76,79,78
12728,STU2591,Civic Sense,Finals,80,64,79
12729,STU2592,Maths,Term 1,60,64,72
12730,STU2592,Science,Term 1,68,77,72
12731,STU2592,Coding,Term 1,57,85,70
12732,STU2592,Civic Sense,Term 1,70,70,72
12733,STU2592,Maths,Finals,83,68,68
12734,STU2592,Science,Finals,72,66,84
12735,STU2592,Coding,Finals,78,79,87
12736,STU2592,Civic Sense,Finals,79,71,75
12737,STU2593,Maths,Term 1,70,77,88
12738,STU2593,Science,Term 1,79,61,70
12739,STU2593,Coding,Term 1,83,85,69
12740,STU2593,Civic Sense,Term 1,83,76,65
12741,STU2593,Maths,Finals,57,74,80
12742,STU2593,Science,Finals,57,81,65
12743,STU2593,Coding,Finals,68,64,83
12744,STU2593,Civic Sense,Finals,64,71,65
12745,STU2594,Maths,Term 1,42,46,49
12746,STU2594,Science,Term 1,38,39,47
12747,STU2594,Coding,Term 1,41,46,46
12748,STU2594,Civic Sense,Term 1,38,28,49
12749,STU2594,Maths,Finals,62,67,70
12750,STU2594,Science,Finals,61,70,77
12751,STU2594,Coding,Finals,58,78,83
12752,STU2594,Civic Sense,Finals,69,66,83
12753,STU2595,Maths,Term 1,70,83,73
12754,STU2595,Science,Term 1,70,75,85
12755,STU2595,Coding,Term 1,75,64,66
12756,STU2595,Civic Sense,Term 1,77,63,67
12757,STU2595,Maths,Finals,76,61,74
12758,STU2595,Science,Finals,55,77,72
12759,STU2595,Coding,Finals,71,68,72
12760,STU2595,Civic Sense,Finals,78,74,82
12761,STU2596,Maths,Term 1,55,85,67
12762,STU2596,Science,Term 1,75,77,79
12763,STU2596,Coding,Term 1,70,82,80
12764,STU2596,Civic Sense,Term 1,80,79,76
12765,STU2596,Maths,Finals,75,67,71
12766,STU2596,Science,Finals,82,83,74
12767,STU2596,Coding,Finals,59,64,75
12768,STU2596,Civic Sense,Finals,61,78,72
12769,STU2597,Maths,Term 1,89,90,94
12770,STU2597,Science,Term 1,89,93,97
12771,STU2597,Coding,Term 1,100,95,92
12772,STU2597,Civic Sense,Term 1,99,95,94
12773,STU2597,Maths,Finals,96,95,100
12774,STU2597,Science,Finals,95,88,92
12775,STU2597,Coding,Finals,88,98,98
12776,STU2597,Civic Sense,Finals,96,90,91
12777,STU2598,Maths,Term 1,39,41,49
12778,STU2598,Science,Term 1,43,26,47
12779,STU2598,Coding,Term 1,42,31,47
12780,STU2598,Civic Sense,Term 1,48,37,55
12781,STU2598,Maths,Finals,72,74,75
12782,STU2598,Science,Finals,55,74,84
12783,STU2598,Coding,Finals,65,72,81
12784,STU2598,Civic Sense,Finals,71,74,84
12785,STU2599,Maths,Term 1,56,72,83
12786,STU2599,Science,Term 1,77,83,72
12787,STU2599,Coding,Term 1,76,78,70
12788,STU2599,Civic Sense,Term 1,71,70,72
12789,STU2599,Maths,Finals,59,80,85
12790,STU2599,Science,Finals,56,64,75
12791,STU2599,Coding,Finals,64,73,67
12792,STU2599,Civic Sense,Finals,82,73,87
